# CE5 leaf -> CE6 twin page id (official catalogs, title-matched)
&lt;xsl:preserve-space&gt; and &lt;xsl:strip-space&gt; Example	ms862736	-
(Non-Compound) FileType Key	ms862662	ee488506
.NET Compact Framework Migration	ms862638	ee486976
.NET Compact Framework OS Design Development	ms862657	ee484710
802.11 Wireless LAN Object Identifiers	ms894762	-
802.1x Object Identifiers	ms890411	ee484196
802.1x Security	ms890420	ee496040
802.1x User Administration Issues	ms890429	ee495803
A Quick Introduction to WSML	ms862087	ee487321
ABC	ms901108	ee489865
ACCEL	aa452837	ee505100
ACM Format Tags and Filter Tags	ms890477	ee485005
ACMDM_DRIVER_ABOUT	ms895512	ee485006
ACMDM_DRIVER_DETAILS	ms895966	ee483187
ACMDM_DRIVER_NOTIFY	ms895983	ee484601
ACMDM_FILTERTAG_DETAILS	ms896077	ee485275
ACMDM_FILTER_DETAILS	ms896075	ee482054
ACMDM_FORMATTAG_DETAILS	ms896080	ee485423
ACMDM_FORMAT_DETAILS	ms896078	ee484485
ACMDM_FORMAT_SUGGEST	ms896079	ee484655
ACMDM_HARDWARE_WAVE_CAPS_INPUT	ms896081	ee485847
ACMDM_HARDWARE_WAVE_CAPS_OUTPUT	ms896082	ee485010
ACMDM_STREAM_CLOSE	ms896083	ee484642
ACMDM_STREAM_CONVERT	ms896084	ee482916
ACMDM_STREAM_OPEN	ms896085	ee484068
ACMDM_STREAM_PREPARE	ms896086	ee484264
ACMDM_STREAM_RESET	ms896087	ee484065
ACMDM_STREAM_SIZE	ms896088	ee484813
ACMDM_STREAM_UNPREPARE	ms896089	ee482079
ACMDRVFORMATSUGGEST	ms896091	ee484425
ACMDRVOPENDESC	ms896093	ee481667
ACMDRVSTREAMHEADER	ms896094	ee483606
ACMDRVSTREAMINSTANCE	ms896095	ee482856
ACMDRVSTREAMSIZE	ms896096	ee486308
ACMDRV_MESSAGE_PARAMS	ms896092	ee485001
ACM_Close	ms895510	ee481275
ACM_Deinit	ms895511	ee485445
ACM_IOControl	ms896098	ee484695
ACM_Init	ms896097	ee485889
ACM_OPEN (Shell and User Interface)	aa452840	ee500212
ACM_Open (ACM Driver)	ms896099	ee484798
ACM_PLAY	aa452841	ee503907
ACM_PowerDown	ms896100	ee483195
ACM_PowerUp	ms896101	ee486851
ACM_Read	ms896102	ee483106
ACM_STOP	aa452842	ee504546
ACM_Seek	ms896103	ee483391
ACM_Write	ms896104	ee483426
ACN_START	aa452843	ee506298
ACN_STOP	aa452844	ee505316
ADVF	aa513925	ee487871
AFPROTOCOLS	aa450284	ee494887
AGFA AC3 Font Compression OS Design Development	ms903715	-
ALG_ID	ms937014	ee498732
ALLOCATOR_PROPERTIES	ms925330	ee493153
AMGetErrorText	ms925335	ee493983
AMGetWideString	ms925336	ee493150
AMOVIESETUP_FILTER	ms925340	ee492740
AMOVIESETUP_MEDIATYPE	ms925341	ee494209
AMOVIESETUP_PIN	ms925342	ee495925
AMVPDATAINFO	ms925347	ee492511
AMVPSIZE	ms925349	ee494216
AMVP_MODE	ms925348	ee495990
AM_MEDIA_TYPE	ms925337	ee492729
AM_SAMPLE2_PROPERTIES	ms925343	ee494834
AM_SAMPLE_PROPERTY_FLAGS	ms925344	ee492691
AM_STREAM_INFO	ms925345	ee494795
AM_STREAM_INFO_FLAGS	ms925346	ee496153
AMovieDllRegisterServer	ms925338	ee494159
AMovieDllUnregisterServer	ms925339	ee494756
API Access	ms894382	ee489074
API Flags	aa452096	ee491836
ARGB	ms925572	ee490885
ARRAYDESC	ms863667	ee489411
ASP Functionality in Windows CE	ms880937	-
ASSERT	aa451037	ee488166
ASSERTMSG	aa451039	ee488600
ASX Elements Reference/ABSTRACT	ms925328	-
ASX Elements Reference/ASX	ms925588	-
ASX Elements Reference/AUTHOR	ms925730	-
ASX Elements Reference/BASE	ms925786	-
ASX Elements Reference/COPYRIGHT	ms926787	-
ASX Elements Reference/DURATION (ASX Element)	aa451616	-
ASX Elements Reference/ENDMARKER	aa451683	-
ASX Elements Reference/ENTRY	aa451685	-
ASX Elements Reference/ENTRYREF	aa451687	-
ASX Elements Reference/EVENT	aa451705	-
ASX Elements Reference/MOREINFO	ms932215	-
ASX Elements Reference/PARAM	ms932252	-
ASX Elements Reference/REF	ms932281	-
ASX Elements Reference/REPEAT	ms932287	-
ASX Elements Reference/STARTMARKER	ms932317	-
ASX Elements Reference/STARTTIME	ms932318	-
ASX Elements Reference/TITLE (ASX Element)	aa452393	-
ASYNC_COMPLETION	aa450289	ee496236
ATAPI Slave Devices	ms892148	ee481930
ATI Sample Display Driver Optimization	ms890627	ee483798
ATTACHLIST	ms896110	-
ATTRIB	aa452863	ee503348
AUDIOGAINCLASS	ms925607	ee487350
AUDIO_STREAM_CONFIG_CAPS	ms925720	ee492293
AUDIO_SampleFrequency	ms896115	-
AV String Constants	ms898942	-
AVC_VCR_CMD_ANALOG_AUDIO_OUTPUT_MODE	ms896116	-
AVC_VCR_CMD_INPUT_SIGNAL_MODE	ms896117	-
AVC_VCR_CMD_LOAD_MEDIUM	ms896118	-
AVC_VCR_CMD_MEDIUM_INFO	ms896119	-
AVC_VCR_CMD_OUTPUT_SIGNAL_MODE	ms896120	-
AVC_VCR_CMD_PLAY	ms896121	-
AVC_VCR_CMD_RECORD	ms896122	-
AVC_VCR_CMD_RECORDING_DATE	ms896123	-
AVC_VCR_CMD_RECORDING_SPEED	ms896124	-
AVC_VCR_CMD_RECORDING_TIME	ms896125	-
AVC_VCR_CMD_RELATIVE_TIME_COUNTER	ms896126	-
AVC_VCR_CMD_TIME_CODE	ms896127	-
AVC_VCR_CMD_TRANSPORT_STATE	ms896128	-
AVC_VCR_CMD_WIND	ms896129	-
AVI RIFF File Reference/AVI Main Header	aa451195	-
AVI RIFF File Reference/AVI RIFF Form	aa451197	-
AVI RIFF File Reference/AVI Stream Headers	aa451198	-
AVI RIFF File Reference/Stream Data (LIST 'movi' Chunk)	ms924648	-
AVTransportState	aa450295	ee500272
AYGShell API Extensions	ms926103	-
AYGShell Controls	ms927269	-
AYGShell Enumerations	ms927272	-
AYGShell Functions	ms927275	-
AYGShell Interfaces	ms907077	-
AYGShell Macros	ms907080	-
AYGShell Messages	ms907085	-
AYGShell Reference	ms907090	-
AYGShell Structures	ms907095	-
AbnormalTermination	aa450784	ee488043
AbortDoc	aa452835	ee503766
AbortProc	aa452836	ee505034
AbortTransfer	ms895509	ee485268
Aborting a Request	ms880913	ee495248
About Animation Controls	ms938413	ee505853
About Character Sets	aa451874	ee492383
About Cryptographic Service Provider	ms925441	-
About DHTML	aa451877	ee492653
About HINTERNET Handles	aa451879	ee492410
About Render States	aa451158	ee490658
About SnmpExtensionInit	ms894372	ee489078
About SnmpExtensionQuery	ms894374	ee489365
About SnmpExtensionTrap	ms894376	ee489046
About the ActiveX Navigation Control	aa451881	ee491996
About the IMultilanguage Interfaces	aa451883	ee492621
About the WSDL/WSML Generator	ms862071	ee487218
About the Webview Browser Object	aa451885	-
Accelerated Line Segment Function	ms890437	ee483468
AcceptSecurityContext	ms937012	ee498791
Accessing Elements with Script Languages	aa451887	ee492167
Accessing Files on Other Storage Media	ms885120	ee490781
Accessing Folders	aa513308	ee485939
Accessing OOB Information	ms890447	ee484385
Accessing Objects	ms861126	ee484899
Accessing Remote File Systems	ms880914	-
Accessing Shares on the File Server	ms899601	-
Accessing URLs Directly	aa451892	ee492001
Accessing a Smart Card	ms925562	ee498890
Accessing and Outputting Attributes	ms862073	ee503080
Accessing the Contents of a Vertex Buffer	aa451161	ee491081
Accessing the Conversion Service	ms903647	ee491127
Accessing the FTP Protocol	ms880915	-
Accessing the HTTP Protocol	aa451890	ee492825
AcquireCredentialsHandle	ms937013	ee498319
AcquireRemoveLock	ms896105	ee481046
ActivateDevice	ms896106	ee484864
ActivateDeviceEx	ms896107	ee484469
ActivateKeyboardLayout	aa452845	ee504519
ActivateService	aa450278	ee501277
Activating a Service Programmatically	ms880918	ee500310
Active Server Pages	ms898940	-
Active Server Pages Application Development	ms880919	-
Active Server Pages Migration	ms880920	ee499469
Active Server Pages Samples	ms880921	ee500849
Active Server Pages Security	ms880922	ee499830
ActiveSync Migration	aa513311	-
ActiveSync Overview	ms879784	-
ActiveSync Programming FAQ	ms861144	ee483519
ActiveSync Samples	ms861160	ee485787
ActiveSync Security	ms861176	ee485959
Activity Timer Behavior	ms890485	ee497750
Activity Timer Events	ms890491	ee497731
Activity Timer Resets	ms890495	ee497720
Activity Timer Time-outs and the Power Control Panel Utility	ms890509	-
AddAfterI	ms937581	ee495908
AddAttachedSurface	ms896108	-
AddBeforeI	ms937583	ee493594
AddFontResource	ms901109	ee489896
AddHeadI	ms937585	ee493752
AddHeader	aa450279	ee501248
AddIPAddress	aa450280	ee494059
AddPropSheetPageProc	aa452848	ee502294
AddResponseHeaders	aa450281	ee500938
AddTailI	ms937587	ee493349
Add_Share	aa450283	ee498996
Adding Callback Items and Callback Masks	ms906546	ee506037
Adding Columns	ms906548	ee500506
Adding Custom Menus to Windows CE Explorer	aa514589	-
Adding Debug Zones to the NDIS Miniport Driver Initialization Functions	ms895482	ee485629
Adding Enroll.exe to the OS Design	ms926471	-
Adding Header Control Items	ms925985	ee500901
Adding Internet Browsing Functionality to Your Application	aa451896	ee492667
Adding Items and Subitems	ms925989	ee501765
Adding JScript Code to an HTML Page	aa451898	ee497784
Adding Keyboard LED Support to the HID Keyboard Driver	ms923760	ee484818
Adding Keyboard Layouts	ms890515	ee482044
Adding More Player Capabilities/Callbacks	aa451223	-
Adding More Player Capabilities/Changing Discs	aa451230	-
Adding More Player Capabilities/Checking Region Codes	aa451233	-
Adding More Player Capabilities/Scan Modes and Capabilities	ms924617	-
Adding More Player Capabilities/User Navigation	aa451413	-
Adding Resources to a Control Panel Application	aa453945	ee501090
Adding Text to the Status Bar	ms926077	ee503090
Adding Tool Text	ms926078	ee504317
Adding Tool Types	ms926084	ee499404
Adding Transitions	aa452072	ee492651
Adding VBScript Code to an HTML Page	aa451900	ee497798
Adding a Database Volume on an External Device	ms885226	ee489628
Adding a DllMain Entry Point to the NDIS Miniport Driver Core Functions	ms895483	ee485462
Adding a Global New Button Menu Item	ms906513	ee501767
Adding a New TUI Screen	aa525597	-
Adding a Temporary New Button Menu Item	ms906538	ee506266
Adding an Advanced Backlight Dialog Box	ms906521	ee499753
Adding an Advanced Print Dialog Box	ms906525	ee501941
Adding an Entry to the IP Forward Table	ms880923	ee494922
Adding an IPv6 Route	ms899602	ee494239
Adding an Image List to a Tab Control	ms906532	ee500541
Adding an NDIS Miniport Driver to a Run-Time Image	ms895484	-
Adding and Editing Item Labels	ms906530	ee505926
Adding the Windows-based Desktop NDIS Miniport Driver to the Run-Time Image Build	ms895485	ee486853
Additional DHCP Settings	ms880924	-
Additional Information from the Direct3D Mobile Driver	ms890522	ee481863
Additional Resources for JScript Developers	aa451902	-
Additional Resources for VBScript Developers	aa451904	-
Address Registry Settings	ms880926	ee493851
Address Resolution Protocol	ms880927	ee495132
Address Translation Group	ms894380	ee489077
Addresses for Hosts and Routers	ms880925	ee493288
Adhering to International Conventions	ms903706	ee490981
AdjustWindowRectEx	aa452849	ee506242
Administration	ms880929	-
Administrator Settings for Error Reporting	aa526060	ee480686
Advanced Capture Topics/Handling Repaint Events in Video Capture	ms940061	-
Advanced Capture Topics/Using the Smart Tee Filter	ms940075	-
Advanced Capture Topics/Working with Pin Categories	ms940083	-
Advanced DVD Player Application Topics/Content Protection	aa451255	-
Advanced DVD Player Application Topics/DVD-Video in a Window	ms923202	-
Advanced DVD Player Application Topics/Examining the DVDSample Sample Application	ms923357	-
Advanced DVD Player Application Topics/Mouse Navigation	ms924153	-
Advanced DVD Player Application Topics/Time Calculation	aa451395	-
Advanced DirectDraw Information/Alpha Blitting	aa451172	-
Advanced DirectDraw Information/Converting Between YUV and RGB	aa451258	-
Advanced DirectDraw Information/Determining the Capabilities of the Display Hardware	aa451306	-
Advanced DirectDraw Information/DirectDraw Applications and Window Styles	aa451330	-
Advanced DirectDraw Information/Displaying a Window in Full-Screen Mode	aa451357	-
Advanced DirectDraw Information/Getting the Flip and Blit Status	ms923387	-
Advanced DirectDraw Information/Matching True RGB Colors to the Frame Buffer's Color Space	ms924136	-
Advanced DirectDraw Information/Porting Older DirectDraw Code	ms924571	-
Advanced DirectDraw Information/Storing Bitmaps in Display Memory	ms924647	-
Advanced DirectDraw Information/Taking Advantage of DMA Support	ms924664	-
Advanced DirectDraw Information/Triple Buffering	aa451405	-
Advanced DirectDraw Information/Using DirectDraw Palettes in Windowed Mode	aa451425	-
Advanced DirectDraw Information/Video Ports	aa451460	-
Advanced Display Driver Power Management	ms890528	ee481928
Advanced Registry Concepts	ms885238	-
Advanced XSLT Functionality	ms862080	-
AdvertiseInterface	ms896109	ee483072
AllocMem	aa450285	ee501216
Allocating Audio Data Blocks	aa451167	ee487373
Allowing Inbound IPSec (IPv6) Traffic to Private Hosts	ms886631	ee494908
Alpha Blending	aa451170	ee491288
Alpha Blending State	aa451171	ee490248
Alpha Test	aa451173	ee491230
Alpha Testing State	aa451174	ee491490
Alpha Texture Blending	aa451175	ee490267
AlphaBlend	aa452850	ee501410
Alternative Video Renderers/Handling Dynamic Format Changes	ms923393	-
Alternative Video Renderers/Handling EC_REPAINT Notifications	ms923394	-
Alternative Video Renderers/Handling End-of-stream and Flushing Notifications	ms923395	-
Alternative Video Renderers/Handling Notifications in Full-Screen Mode	ms923397	-
Alternative Video Renderers/Handling Persistent Properties	ms923399	-
Alternative Video Renderers/Handling State Changes and Pause Completion	ms923400	-
Alternative Video Renderers/Handling Termination	ms923401	-
Alternative Video Renderers/Summary of Notifications	ms924652	-
Alternative Video Renderers/Writing an Alternative Renderer	ms925287	-
Ambient Lighting State	aa451177	ee491680
American English Phoneme Representation	ms862081	ee485931
AnalogVideoStandard	ms925439	ee496344
Analyzing WSDL and WSML Files	ms862082	ee484561
Animate_Close	aa452851	ee504340
