/en-us/dotnet/api/system.numerics.quaternion.length#system_numerics_quaternion_length	Length Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Quaternion Structure/Quaternion Methods/Length Method/Length Method ()
/en-us/dotnet/api/system.numerics.quaternion.lengthsquared#system_numerics_quaternion_lengthsquared	LengthSq Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Quaternion Structure/Quaternion Methods/LengthSq Method/LengthSq Method ()
/en-us/dotnet/api/system.numerics.quaternion.normalize#system_numerics_quaternion_normalize_system_numerics_quaternion_	Normalize Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Quaternion Structure/Quaternion Methods/Normalize Method/Normalize Method ()
/en-us/dotnet/api/system.numerics.vector2.length#system_numerics_vector2_length	Length Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector2 Structure/Vector2 Methods/Length Method/Length Method ()
/en-us/dotnet/api/system.numerics.vector2.lengthsquared#system_numerics_vector2_lengthsquared	LengthSq Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector2 Structure/Vector2 Methods/LengthSq Method/LengthSq Method ()
/en-us/dotnet/api/system.numerics.vector3.length#system_numerics_vector3_length	Length Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector3 Structure/Vector3 Methods/Length Method/Length Method ()
/en-us/dotnet/api/system.numerics.vector3.lengthsquared#system_numerics_vector3_lengthsquared	LengthSq Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector3 Structure/Vector3 Methods/LengthSq Method/LengthSq Method ()
/en-us/dotnet/api/system.numerics.vector3.normalize#system_numerics_vector3_normalize_system_numerics_vector3_	Normalize Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector3 Structure/Vector3 Methods/Normalize Method/Normalize Method ()
/en-us/dotnet/api/system.numerics.vector4.length#system_numerics_vector4_length	Length Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector4 Structure/Vector4 Methods/Length Method/Length Method ()
/en-us/dotnet/api/system.numerics.vector4.lengthsquared#system_numerics_vector4_lengthsquared	LengthSq Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector4 Structure/Vector4 Methods/LengthSq Method/LengthSq Method ()
/en-us/dotnet/api/system.numerics.vector4.normalize#system_numerics_vector4_normalize_system_numerics_vector4_	Normalize Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector4 Structure/Vector4 Methods/Normalize Method/Normalize Method ()
/en-us/dotnet/api/system.windows.media.matrix.invert#system_windows_media_matrix_invert	Invert Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Matrix Structure/Matrix Methods/Invert Method/Invert Method ()
/en-us/dotnet/api/system.windows.media.media3d.quaternion.invert#system_windows_media_media3d_quaternion_invert	Invert Method ()	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Quaternion Structure/Quaternion Methods/Invert Method/Invert Method ()
/en-us/previous-versions/	Add Method (Vector4, Vector4)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector4 Structure/Vector4 Methods/Add Method/Add Method (Vector4, Vector4)
/en-us/previous-versions/	AlreadyLockedException Methods	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/AlreadyLockedException Class/AlreadyLockedException Methods
/en-us/previous-versions/	BalloonChangedEventArgs Constructor	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsCE.Forms/BalloonChangedEventArgs Class/BalloonChangedEventArgs Constructor
/en-us/previous-versions/	BalloonChangedEventArgs Members	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsCE.Forms/BalloonChangedEventArgs Class/BalloonChangedEventArgs Members
/en-us/previous-versions/	BehaviorFlags Constructor	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/BehaviorFlags Structure/BehaviorFlags Constructor
/en-us/previous-versions/	Caps Members	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Caps Structure/Caps Members
/en-us/previous-versions/	CheckDepthStencilMatch Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Manager Class/Manager Methods/CheckDepthStencilMatch Method
/en-us/previous-versions/	Clone Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/PresentParameters Class/PresentParameters Methods/Clone Method
/en-us/previous-versions/	CustomVertex.PositionColoredTextured Constructor (Single, Single, Single, Int32, Single, Single)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/CustomVertex.PositionColoredTextured Structure/CustomVertex.PositionColoredTextured Constructor/CustomVertex.PositionColoredTextured Constructor (Single, Single, Single, Int32, Single, Single)
/en-us/previous-versions/	CustomVertex.PositionNormalColored Constructor (Vector3, Vector3, Int32)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/CustomVertex.PositionNormalColored Structure/CustomVertex.PositionNormalColored Constructor/CustomVertex.PositionNormalColored Constructor (Vector3, Vector3, Int32)
/en-us/previous-versions/	CustomVertex.PositionOnlyFixed Constructor (FixedPoint, FixedPoint, FixedPoint)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/CustomVertex.PositionOnlyFixed Structure/CustomVertex.PositionOnlyFixed Constructor/CustomVertex.PositionOnlyFixed Constructor (FixedPoint, FixedPoint, FixedPoint)
/en-us/previous-versions/	CustomVertex.PositionTextured Constructor (Vector3, Single, Single)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/CustomVertex.PositionTextured Structure/CustomVertex.PositionTextured Constructor/CustomVertex.PositionTextured Constructor (Vector3, Single, Single)
/en-us/previous-versions/	Device Constructor (Int32, DeviceType, IntPtr, CreateFlags, PresentParameters)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Device Class/Device Constructor/Device Constructor (Int32, DeviceType, IntPtr, CreateFlags, PresentParameters)
/en-us/previous-versions/	DeviceLostException Constructor	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/DeviceLostException Class/DeviceLostException Constructor
/en-us/previous-versions/	DisplayModeCollection Members	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/DisplayModeCollection Class/DisplayModeCollection Members
/en-us/previous-versions/	Dispose Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsCE.Forms/MessageWindow Class/MessageWindow Methods/Dispose Method
/en-us/previous-versions/	Dispose Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/BaseMesh Class/BaseMesh Methods/Dispose Method
/en-us/previous-versions/	Dispose Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/SwapChain Class/SwapChain Methods/Dispose Method
/en-us/previous-versions/	DocumentListEventArgs Constructor	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsCE.Forms/DocumentListEventArgs Class/DocumentListEventArgs Constructor
/en-us/previous-versions/	Dot Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Quaternion Structure/Quaternion Methods/Dot Method
/en-us/previous-versions/	Dot Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector3 Structure/Vector3 Methods/Dot Method
/en-us/previous-versions/	DrawIndexedPrimitives Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Device Class/Device Methods/DrawIndexedPrimitives Method
/en-us/previous-versions/	DrawText Method (Sprite, String, Rectangle, DrawTextFormat, Color)	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Font Class/Font Methods/DrawText Method/DrawText Method (Sprite, String, Rectangle, DrawTextFormat, Color)
/en-us/previous-versions/	FixedPoint Members	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/FixedPoint Structure/FixedPoint Members
/en-us/previous-versions/	FromFile Method (Device, String, Int32, Int32, Int32, Usage, Format, Pool, Filter, Filter, Int32, PaletteEntry[])	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/TextureLoader Class/TextureLoader Methods/FromFile Method/FromFile Method (Device, String, Int32, Int32, Int32, Usage, Format, Pool, Filter, Filter, Int32, PaletteEntry[])
/en-us/previous-versions/	GetGraphics Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Surface Class/Surface Methods/GetGraphics Method
/en-us/previous-versions/	GetHashCode Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX/Vector4 Structure/Vector4 Methods/GetHashCode Method
/en-us/previous-versions/	GetInfo Method	General Reference	.NET Framework 2.0/General Reference/Additional Managed Reference Topics/Microsoft.WindowsMobile.DirectX.Direct3D/Device Class/Device Methods/GetInfo Method
